# xi,yi,Xr,Yr
31,14,68.58699935235643,22.863305043347033
32,14,61.45425223001757,15.513884232802743
33,14,61.478874783811065,11.900604209434142
34,14,62.58871228826086,8.520439023904002
35,14,63.17403358363974,5.0450361673427
